Subject,TrainingTask,FinalTestCondition,ResponseTime,Correct,Ans,CorrectAns,DanlinCode,FanqiCode,JasonCode,FinalCode
216,PI,CE,37.96,0,wangle,Garble,0,0,0,0
216,PI,CE,40.967,1,gauche,Gauche,1,1,1,1
216,RE,CE,22.233,0,laosao,Gripe,0,0,0,0
216,PI,CE,55.376,0,gazzle,Guzzle,0.5,0.5,0.5,0.5
216,RE,CE,16.574,0,crayonale,Halcyon,0,0.5,0,0
216,EC,CE,18.152,1,hale,Hale,1,1,1,1
216,PI,CE,29.906,1,headlong,Headlong,1,1,1,1
216,PI,CE,49.644,0,hackle,Heckle,0.5,0.5,0.5,0.5
216,EC,CE,21.746,0,aaaa,Inveigle,0,0,0,0
216,EC,CE,33.11,1,irksome,Irksome,1,1,1,1
216,PI,CE,75.482,1,jabber,Jabber,1,1,1,1
216,PI,CE,57.577,0,macinate,Macerate,0,0,0,0
216,PI,CE,37.9,0,malaize,Malaise,0.5,0.5,0.5,0.5
216,CE,CE,40.214,0,shisha,Mangle,0,0,0,0
216,EC,CE,31.146,0,youyinxiang,Panache,0,0,0,0
216,RE,CE,15.659,0,bujide,Paroxysm,0,0,0,0
216,EC,CE,20.933,0,wangle,Piddling,0,0,0,0
216,CE,CE,23.452,1,potable,Potable,1,1,1,1
216,RE,CE,37.306,0,prosetylize,Proselytize,0.5,0.5,0.5,0.5
216,RE,CE,23.575,0,sha,Rabid,0,0,0,0
216,EC,CE,19.073,1,ragged,Ragged,1,1,1,1
216,PI,CE,69.185,0,accountance,Remonstrance,0,0,0,0
216,PI,CE,93.597,1,requite,Requite,1,1,1,1
216,RE,CE,10.324,0,happy,Revel,0,0,0,0
216,EC,CE,104.413,0,wangle,Rile,0,0,0,0
216,RE,CE,21.135,0,wangle,Sepulchral,0,0,0,0
216,CE,CE,60.219,0,wangle,Singe,0,0,0,0
216,RE,CE,4.066,0,scream,Squall,0,0,0,0
216,CE,CE,18.639,1,strand,Strand,1,1,1,1
216,CE,CE,52.243,0,wangle,Umbrage,0,0,0,0
216,CE,CE,13.103,1,warble,Warble,1,1,1,1
216,EC,CE,24.142,0,bujide,Wayward,0,0,0,0
216,CE,CE,32.022,0,apprise,Wheedle,0,0,0,0
220,EC,CE,22.925,0,NA,Agog,0,0,0,0
220,CE,CE,17.666,0,i,Apprise,0,0,0,0
220,PI,CE,20.388,0,compensate,Appurtenance,0,0,0,0
220,RE,CE,6.854,0,NA,Augur,0,0,0,0
220,RE,CE,14.638,1,blazon,Blazon,1,1,1,1
220,CE,CE,16.38,0,i,Bridle,0,0,0,0
220,EC,CE,34.657,0,NA,Caricature,0,0,0,0
220,EC,CE,40.129,0,compensate,Countenance,0,0,0,0
220,PI,CE,13.15,0,NA,Dabble,0,0,0,0
220,CE,CE,24.997,0,i,Dawdle,0,0,0,0
220,EC,CE,14.51,1,don,Don,1,1,1,1
220,RE,CE,9.089,0,dull,Dullard,0,0,0,0
220,CE,CE,18.319,0,NA,Effervesce,0,0,0,0
220,CE,CE,36.804,1,ensconce,Ensconce,1,1,1,1
220,RE,CE,19.54,0,NA,Fulminate,0,0,0,0
220,PI,CE,15.177,0,NA,Garble,0,0,0,0
220,PI,CE,23.603,0,r,Gauche,0,0,0,0
220,RE,CE,21.773,0,NA,Gripe,0,0,0,0
220,PI,CE,19.489,0,NA,Guzzle,0,0,0,0
220,RE,CE,19.45,0,cayon,Halcyon,0,0,0,0
220,EC,CE,11.431,0,NA,Hale,0,0,0,0
220,PI,CE,27.313,0,rib,Headlong,0,0,0,0
220,PI,CE,18.192,0,NA,Heckle,0,0,0,0
220,EC,CE,17.823,0,NA,Inveigle,0,0,0,0
220,EC,CE,13.524,0,i,Irksome,0,0,0,0
220,PI,CE,16.582,1,jabber,Jabber,1,1,1,1
220,PI,CE,32.472,0,e,Macerate,0,0,0,0
220,PI,CE,16.044,1,malaise,Malaise,1,1,1,1
220,CE,CE,17.538,0,NA,Mangle,0,0,0,0
220,EC,CE,10.54,0,NA,Panache,0,0,0,0
220,RE,CE,28.332,0,NA,Paroxysm,0,0,0,0
220,EC,CE,16.898,0,s,Piddling,0,0,0,0
220,CE,CE,16.601,1,potable,Potable,1,1,1,1
220,RE,CE,25.597,0,prolyterize,Proselytize,0,0.5,0.5,0.5
220,RE,CE,13.086,0,NA,Rabid,0,0,0,0
220,EC,CE,24.178,0,ra,Ragged,0,0,0,0
220,PI,CE,18.79,0,NA,Remonstrance,0,0,0,0
220,PI,CE,38.185,1,requite,Requite,1,1,1,1
220,RE,CE,16.488,0,NA,Revel,0,0,0,0
220,EC,CE,14.813,0,NA,Rile,0,0,0,0
220,RE,CE,26.546,0,NA,Sepulchral,0,0,0,0
220,CE,CE,13.27,0,l,Singe,0,0,0,0
220,RE,CE,7.636,0,squell,Squall,0.5,0.5,0.5,0.5
220,CE,CE,21.641,0,i,Strand,0,0,0,0
220,CE,CE,19.059,0,i,Umbrage,0,0,0,0
220,CE,CE,12.169,0,NA,Warble,0,0,0,0
220,EC,CE,27.303,1,wayward,Wayward,1,1,1,1
220,CE,CE,17.177,0,i,Wheedle,0,0,0,0
221,PI,EC,11.785,0,不知道,渴望,0,0,0,0
221,RE,EC,11.109,0,提醒,通知,0.5,0,0,0
221,EC,EC,16.67,1,附属物,附属物,1,1,1,1
221,CE,EC,15.047,0,愤怒,预言,0,0,0,0
221,CE,EC,17.103,1,徽章,徽章,1,1,1,1
221,RE,EC,5.929,0,小心,束缚,0,0,0,0
221,PI,EC,8.82,0,不知道,滑稽,0,0,0,0
221,PI,EC,28.809,1,拥护,拥护,1,1,1,1
221,EC,EC,24.55,1,玩水,玩水,1,1,1,1
221,RE,EC,7.061,0,欺骗,偷懒,0,0,0,0
221,PI,EC,11.373,1,教授,教授,1,1,1,1
221,CE,EC,38.576,1,笨蛋,笨蛋,1,1,1,1
221,RE,EC,11.122,0,不知道,兴奋,0,0,0,0
221,RE,EC,12.192,0,困难,安置,0,0,0,0
221,CE,EC,18.078,0,不知道,责骂,0,0,0,0
221,EC,EC,25.617,0,小气,篡改,0,0,0,0
221,EC,EC,15.121,0,炫耀,粗鲁,0,0,0,0
221,CE,EC,11.857,0,不知道,牢骚,0,0,0,0
221,EC,EC,12.437,0,迷糊,狂饮,0,0,0,0
221,CE,EC,13.698,0,不知道,宁静,0,0,0,0
221,PI,EC,11.588,1,强壮,强壮,1,1,1,1
221,EC,EC,24.173,0,不知道,鲁莽,0,0,0,0
221,EC,EC,20.821,0,愤怒,质问,0,0,0,0
221,PI,EC,16.059,0,不知道,诱骗,0,0,0,0
221,PI,EC,19.059,0,愤怒,烦躁,0.5,0.5,0,0.5
221,EC,EC,24.384,0,邋遢,闲聊,0,0,0,0
221,EC,EC,14.276,0,炫耀,浸泡,0,0,0,0
221,EC,EC,11.48,0,预言,不适,0,0,0,0
221,RE,EC,3.691,0,不知道,损坏,0,0,0,0
221,PI,EC,15.612,0,不知道,炫耀,0,0,0,0
221,CE,EC,27.838,1,急救,急救,1,1,1,1
221,PI,EC,40.225,0,责问,少量,0,0,0,0
221,RE,EC,3.269,0,可运送的,可饮用,0,0,0,0
221,CE,EC,16.745,0,修改宗教,改变宗教,1,0.5,0.5,0.5
221,CE,EC,13.42,0,暴怒,狂暴,0.5,0.5,0.5,0.5
221,PI,EC,21.361,0,破烂,破旧,0.5,0.5,0.5,0.5
221,EC,EC,21.577,1,抗议,抗议,1,1,1,1
221,EC,EC,19.99,0,抗议,补偿,0.5,0,0,0
221,CE,EC,14.861,1,狂欢,狂欢,1,1,1,1
221,PI,EC,13.999,0,起义,生气,0,0,0,0
221,CE,EC,12.648,0,不知道,阴森,0,0,0,0
221,RE,EC,5.79,0,烧烤,烤焦,0.5,0,0,0
221,CE,EC,37.677,0,吵闹,尖叫,0.5,0,0,0
221,RE,EC,10.099,0,紧张,遗弃,0,0,0,0
221,RE,EC,8.68,0,粗鲁,不快,0,0,0,0
221,RE,EC,7.802,0,抗议,鸟鸣,0,0,0,0
221,PI,EC,23.871,0,炫耀,刚愎自用,0,0,0,0
221,RE,EC,8.168,0,惊吓,哄骗,0,0,0,0
223,CE,EC,6.247,0,NA,渴望,0,0,0,0
223,EC,EC,23.758,1,通知,通知,1,1,1,1
223,RE,EC,8.768,0,NA,附属物,0,0,0,0
223,PI,EC,13.951,1,预言,预言,1,1,1,1
223,EC,EC,7.186,0,NA,束缚,0,0,0,0
223,CE,EC,17.741,0,NA,滑稽,0,0,0,0
223,CE,EC,7.305,0,NA,拥护,0,0,0,0
223,RE,EC,3.989,0,NA,玩水,0,0,0,0
223,EC,EC,7.712,0,NA,偷懒,0,0,0,0
223,CE,EC,11.597,1,教授,教授,1,1,1,1
223,PI,EC,26.813,1,笨蛋,笨蛋,1,1,1,1
223,EC,EC,17.948,1,兴奋,兴奋,1,1,1,1
223,EC,EC,8.032,0,NA,安置,0,0,0,0
223,PI,EC,17.723,0,责备,责骂,0.5,0.5,0,0.5
223,RE,EC,5.929,0,NA,篡改,0,0,0,0
223,RE,EC,7.027,0,NA,粗鲁,0,0,0,0
223,RE,EC,7.113,0,NA,狂饮,0,0,0,0
223,PI,EC,11.895,0,NA,宁静,0,0,0,0
223,CE,EC,15.065,0,生气,强壮,0,0,0,0
223,RE,EC,6.217,0,NA,鲁莽,0,0,0,0
223,RE,EC,7.034,0,NA,质问,0,0,0,0
223,CE,EC,6.419,0,NA,诱骗,0,0,0,0
223,CE,EC,17.812,0,NA,烦躁,0,0,0,0
223,RE,EC,4.541,0,NA,闲聊,0,0,0,0
223,RE,EC,7.459,0,NA,浸泡,0,0,0,0
223,RE,EC,8.531,0,NA,不适,0,0,0,0
223,EC,EC,6.433,0,NA,损坏,0,0,0,0
223,CE,EC,7.885,0,NA,炫耀,0,0,0,0
223,PI,EC,17.687,1,急救,急救,1,1,1,1
223,CE,EC,6.548,0,NA,少量,0,0,0,0
223,EC,EC,27.631,1,可饮用,可饮用,1,1,1,1
223,PI,EC,31.508,0,转换宗教,改变宗教,1,0.5,0.5,0.5
223,RE,EC,9.951,0,NA,抗议,0,0,0,0
223,PI,EC,18.177,1,狂欢,狂欢,1,1,1,1
223,CE,EC,16.12,1,生气,生气,1,1,1,1
223,PI,EC,22.766,0,NA,阴森,0,0,0,0
223,EC,EC,15.914,0,NA,烤焦,0,0,0,0
223,PI,EC,34.654,1,尖叫,尖叫,1,1,1,1
223,EC,EC,6.385,0,NA,不快,0,0,0,0
223,EC,EC,11.178,0,NA,鸟鸣,0,0,0,0
223,CE,EC,11.179,0,NA,刚愎自用,0,0,0,0
223,EC,EC,8.503,0,NA,哄骗,0,0,0,0
225,PI,EC,33.642,1,渴望,渴望,1,1,1,1
225,RE,EC,4.061,0,拥护,通知,0,0,0,0
225,EC,EC,29.274,1,附属物,附属物,1,1,1,1
225,CE,EC,41.256,1,预言,预言,1,1,1,1
225,CE,EC,23.969,1,徽章,徽章,1,1,1,1
225,RE,EC,8.437,1,束缚,束缚,1,1,1,1
225,PI,EC,61.677,0,骗,滑稽,0,0,0,0
225,PI,EC,52.979,1,拥护,拥护,1,1,1,1
225,EC,EC,30.713,1,玩水,玩水,1,1,1,1
225,RE,EC,8.493,0,笨,偷懒,0,0,0,0
225,PI,EC,15.927,1,教授,教授,1,1,1,1
225,CE,EC,24.778,0,笨,笨蛋,0.5,0.5,0.5,0.5
225,RE,EC,28.587,1,兴奋,兴奋,1,1,1,1
225,RE,EC,12.418,1,安置,安置,1,1,1,1
225,CE,EC,43.5,0,不知道,责骂,0,0,0,0
225,EC,EC,43.899,0,狂饮,篡改,0,0,0,0
225,EC,EC,65.944,1,粗鲁,粗鲁,1,1,1,1
225,CE,EC,53.014,1,牢骚,牢骚,1,1,1,1
225,EC,EC,49.687,1,狂饮,狂饮,1,1,1,1
225,CE,EC,51.604,0,安静,宁静,0.5,0.5,0.5,0.5
225,PI,EC,17.211,0,生气,强壮,0,0,0,0
225,EC,EC,38.651,1,鲁莽,鲁莽,1,1,1,1
225,EC,EC,31.98,0,bzd,质问,0,0,0,0
225,PI,EC,29.041,0,哄骗,诱骗,0.5,0.5,0.5,0.5
225,PI,EC,36.812,1,烦躁,烦躁,1,1,1,1
225,EC,EC,31.261,1,闲聊,闲聊,1,1,1,1
225,EC,EC,22.6,1,浸泡,浸泡,1,1,1,1
225,EC,EC,42.201,1,不适,不适,1,1,1,1
225,RE,EC,5.263,0,混合,损坏,0,0,0,0
225,PI,EC,27.471,0,诱骗,炫耀,0,0,0,0
225,CE,EC,54.468,1,急救,急救,1,1,1,1
225,PI,EC,30.748,1,少量,少量,1,1,1,1
225,RE,EC,6.649,1,可饮用,可饮用,1,1,1,1
225,CE,EC,40.804,1,改变宗教,改变宗教,1,1,1,1
225,CE,EC,34.702,0,狂躁,狂暴,0.5,0.5,0.5,0.5
225,PI,EC,14.19,1,破旧,破旧,1,1,1,1
225,EC,EC,22.148,1,抗议,抗议,1,1,1,1
225,EC,EC,43.225,1,补偿,补偿,1,1,1,1
225,CE,EC,38.584,1,狂欢,狂欢,1,1,1,1
225,PI,EC,44.074,1,生气,生气,1,1,1,1
225,CE,EC,47.211,0,昏暗,阴森,0,0,0,0
225,RE,EC,10.044,0,不安,烤焦,0,0,0,0
225,CE,EC,31.749,0,大叫,尖叫,0.5,0.5,0.5,0.5
225,RE,EC,4.01,1,遗弃,遗弃,1,1,1,1
225,RE,EC,16.531,0,不悦,不快,0.5,0.5,0.5,0.5
225,RE,EC,5.806,1,鸟鸣,鸟鸣,1,1,1,1
225,PI,EC,16.547,1,刚愎自用,刚愎自用,1,1,1,1
225,RE,EC,8.668,0,不知道,哄骗,0,0,0,0
227,CE,EC,31.349,0,检测,渴望,0,0,0,0
227,EC,EC,40.242,0,宣传,通知,0,0.5,0,0
227,RE,EC,37.196,0,打扰,附属物,0,0,0,0
227,PI,EC,44.269,0,宗教,预言,0,0,0,0
227,PI,EC,27.047,0,标志,徽章,0,0,0,0
227,EC,EC,39.409,0,不适,束缚,0,0,0,0
227,CE,EC,55.872,0,挑剔,滑稽,0,0,0,0
227,CE,EC,37.215,0,阴冷,拥护,0,0,0,0
227,RE,EC,8.506,0,小孩,玩水,0,0,0,0
227,EC,EC,26.333,0,教授,偷懒,0,0,0,0
227,CE,EC,27.512,1,教授,教授,1,1,1,1
227,PI,EC,24.867,1,笨蛋,笨蛋,1,1,1,1
227,EC,EC,29.19,0,努力,兴奋,0,0,0,0
227,EC,EC,37.28,0,生气,安置,0,0,0,0
227,PI,EC,27.142,0,激怒,责骂,0,0,0,0
227,RE,EC,31.295,0,闲,篡改,0,0,0,0
227,RE,EC,14.102,0,生气,粗鲁,0,0,0,0
227,PI,EC,32.461,0,漆黑,牢骚,0,0,0,0
227,RE,EC,41.768,0,宣传,狂饮,0,0,0,0
227,PI,EC,46.904,0,强壮的,宁静,0,0,0,0
227,CE,EC,54.413,1,强壮,强壮,1,1,1,1
227,RE,EC,16.67,0,强壮,鲁莽,0,0,0,0
227,RE,EC,52.267,0,坏,质问,0,0,0,0
227,CE,EC,47.919,0,阴冷的,诱骗,0,0,0,0
227,CE,EC,31.868,0,奇怪的,烦躁,0,0,0,0
227,RE,EC,7.335,1,闲聊,闲聊,1,1,1,1
227,RE,EC,66.522,0,坏的,浸泡,0,0,0,0
227,RE,EC,30.461,0,不适的,不适,1,1,1,1
227,EC,EC,27.739,0,举起,损坏,0,0,0,0
227,CE,EC,55.662,0,疯狂,炫耀,0,0,0,0
227,PI,EC,42.199,1,急救,急救,1,1,1,1
227,CE,EC,36.32,0,翻页,少量,0,0,0,0
227,EC,EC,47.144,0,可饮用的,可饮用,1,1,1,1
227,PI,EC,56.697,1,改变宗教,改变宗教,1,1,1,1
227,PI,EC,25.144,0,生气,狂暴,0.5,0.5,0,0.5
227,CE,EC,36.135,0,生气,破旧,0,0,0,0
227,RE,EC,66.718,0,重新,抗议,0,0,0,0
227,RE,EC,18.664,0,争执,补偿,0,0,0,0
227,PI,EC,31.363,0,争吵,狂欢,0,0,0,0
227,CE,EC,17.11,1,生气,生气,1,1,1,1
227,PI,EC,48.975,0,特殊,阴森,0,0,0,0
227,EC,EC,30.74,0,鸟鸣,烤焦,0,0,0,0
227,PI,EC,41.61,0,争执,尖叫,0,0,0,0
227,EC,EC,18.965,0,奇怪,遗弃,0,0,0,0
227,EC,EC,27.692,0,不安,不快,0,0,0,0
227,EC,EC,33.314,0,争执,鸟鸣,0,0,0,0
227,CE,EC,27.638,0,乱,刚愎自用,0,0,0,0
227,EC,EC,28.599,0,厉害,哄骗,0,0,0,0
228,EC,CE,34.013,0,able,Agog,0,0,0,0
228,CE,CE,22.05,1,apprise,Apprise,1,1,1,1
228,PI,CE,20.024,0,app,Appurtenance,0,0,0,0
228,RE,CE,7.729,0,waddle,Augur,0,0,0,0
228,RE,CE,7.514,0,brozble,Blazon,0,0,0,0
228,CE,CE,14.848,0,sui,Bridle,0,0,0,0
228,EC,CE,33.163,0,roadrule,Caricature,0,0,0,0
228,EC,CE,19.351,0,porx,Countenance,0,0,0,0
228,PI,CE,16.116,0,waddle,Dabble,0,0,0,0
228,CE,CE,10.849,0,laz,Dawdle,0,0,0,0
228,RE,CE,8.012,0,dullumb,Dullard,0,0.5,0,0
228,CE,CE,25.226,0,hale,Effervesce,0,0,0,0
228,CE,CE,11.811,0,place,Ensconce,0,0,0,0
228,RE,CE,18.988,0,yell,Fulminate,0,0,0,0
228,PI,CE,11.146,0,p,Garble,0,0,0,0
228,PI,CE,11.012,0,rude,Gauche,0,0,0,0
228,RE,CE,5.005,0,whinning,Gripe,0,0,0,0
228,PI,CE,22.92,0,wuddle,Guzzle,0,0,0,0
228,RE,CE,15.062,0,peace,Halcyon,0,0,0,0
228,EC,CE,19.804,1,hale,Hale,1,1,1,1
228,PI,CE,20.308,0,dubblr,Headlong,0,0,0,0
228,PI,CE,18.364,0,question,Heckle,0,0,0,0
228,EC,CE,31.857,0,trick,Inveigle,0,0,0,0
228,EC,CE,53.536,0,inra,Irksome,0,0,0,0
228,PI,CE,14.725,0,NA,Macerate,0,0,0,0
228,PI,CE,16.065,0,hadache,Malaise,0,0,0,0
228,CE,CE,17.531,0,damage,Mangle,0,0,0,0
228,EC,CE,29.095,0,imp,Panache,0,0,0,0
228,RE,CE,6.83,0,porable,Paroxysm,0,0,0,0
228,EC,CE,20.603,0,few,Piddling,0,0,0,0
228,CE,CE,24.723,1,potable,Potable,1,1,1,1
228,RE,CE,6.555,0,patradox,Proselytize,0,0,0,0
228,RE,CE,5.628,0,radle,Rabid,0,0,0,0
228,EC,CE,30.77,0,NA,Ragged,0,0,0,0
228,PI,CE,15.817,0,democ,Remonstrance,0,0,0,0
228,PI,CE,21.321,0,repair,Requite,0,0,0,0
228,RE,CE,13.196,0,potable,Revel,0,0,0,0
228,EC,CE,16.81,0,mad,Rile,0,0,0,0
228,RE,CE,15.824,0,justicale,Sepulchral,0,0,0,0
228,CE,CE,26.442,0,bak,Singe,0,0,0,0
228,RE,CE,5.147,0,screaming,Squall,0,0,0,0
228,CE,CE,16.525,0,abod,Strand,0,0,0,0
228,CE,CE,32.429,0,unpleasure,Umbrage,0,0,0,0
228,CE,CE,19.072,0,whickle,Warble,0,0,0,0
228,EC,CE,45.605,0,wayhead,Wayward,0,0.5,0,0
228,CE,CE,25.201,0,wistle,Wheedle,0,0,0,0
229,PI,EC,31.668,0,兴奋,渴望,0,0,0,0
229,RE,EC,28.262,1,通知,通知,1,1,1,1
229,EC,EC,25.137,1,附属物,附属物,1,1,1,1
229,CE,EC,60.241,1,预言,预言,1,1,1,1
229,RE,EC,14.683,1,束缚,束缚,1,1,1,1
229,PI,EC,63.731,1,滑稽,滑稽,1,1,1,1
229,PI,EC,45.821,1,拥护,拥护,1,1,1,1
229,EC,EC,59.322,1,玩水,玩水,1,1,1,1
229,RE,EC,17.91,1,偷懒,偷懒,1,1,1,1
229,PI,EC,15.898,0,校长,教授,0,0,0.5,0
229,CE,EC,26.644,1,笨蛋,笨蛋,1,1,1,1
229,RE,EC,36.665,0,兴奋的,兴奋,1,1,1,1
229,RE,EC,22.51,1,安置,安置,1,1,1,1
229,CE,EC,41.007,1,责骂,责骂,1,1,1,1
229,EC,EC,41.986,1,篡改,篡改,1,1,1,1
229,CE,EC,18.05,1,牢骚,牢骚,1,1,1,1
229,EC,EC,26.82,1,狂饮,狂饮,1,1,1,1
229,CE,EC,27.769,0,寂静,宁静,0.5,0.5,0.5,0.5
229,PI,EC,23.479,0,强壮的,强壮,1,1,1,1
229,EC,EC,35.543,1,鲁莽,鲁莽,1,1,1,1
229,EC,EC,35.428,1,质问,质问,1,1,1,1
229,PI,EC,49.277,0,诈骗,诱骗,0.5,0.5,0.5,0.5
229,PI,EC,62.775,0,讨厌,烦躁,0,0,0,0
229,EC,EC,27.48,1,闲聊,闲聊,1,1,1,1
229,EC,EC,59.461,0,浸没,浸泡,0.5,0.5,0.5,0.5
229,EC,EC,37.428,1,不适,不适,1,1,1,1
229,RE,EC,15.508,1,损坏,损坏,1,1,1,1
229,PI,EC,49.845,1,炫耀,炫耀,1,1,1,1
229,CE,EC,27.225,1,急救,急救,1,1,1,1
229,PI,EC,66.702,0,一点,少量,0.5,0.5,0.5,0.5
229,RE,EC,27.175,0,可饮用的,可饮用,1,1,1,1
229,CE,EC,42.958,0,反抗宗教,改变宗教,0,0,0,0
229,CE,EC,32.052,1,狂暴,狂暴,1,1,1,1
229,PI,EC,24.978,0,破旧的,破旧,1,1,1,1
229,EC,EC,29.405,1,抗议,抗议,1,1,1,1
229,EC,EC,24.829,1,补偿,补偿,1,1,1,1
229,CE,EC,20.7,1,狂欢,狂欢,1,1,1,1
229,PI,EC,50.979,0,激怒,生气,0.5,0.5,0,0.5
229,CE,EC,87.45,0,阴森的,阴森,1,1,1,1
229,RE,EC,7.779,1,烤焦,烤焦,1,1,1,1
229,CE,EC,32.794,1,尖叫,尖叫,1,1,1,1
229,RE,EC,30.062,0,滞留,遗弃,0,0,0,0
229,RE,EC,19.603,1,不快,不快,1,1,1,1
229,RE,EC,18.377,1,鸟鸣,鸟鸣,1,1,1,1
229,PI,EC,59.613,0,粗鲁,刚愎自用,0,0,0,0
229,RE,EC,25.138,1,哄骗,哄骗,1,1,1,1
239,CE,EC,16.452,0,‘,渴望,0,0,0,0
239,EC,EC,19.213,0,NA,通知,0,0,0,0
239,RE,EC,9.755,0,NA,附属物,0,0,0,0
239,PI,EC,25.573,0,NA,预言,0,0,0,0
239,PI,EC,21.681,1,徽章,徽章,1,1,1,1
239,EC,EC,22.574,0,NA,束缚,0,0,0,0
239,CE,EC,17.256,0,NA,滑稽,0,0,0,0
239,CE,EC,22.587,0,NA,拥护,0,0,0,0
239,EC,EC,21.94,0,NA,偷懒,0,0,0,0
239,CE,EC,11.967,1,教授,教授,1,1,1,1
239,PI,EC,20.524,0,愚蠢,笨蛋,0.5,0.5,0.5,0.5
239,EC,EC,15.502,1,兴奋,兴奋,1,1,1,1
239,EC,EC,19.397,0,NA,安置,0,0,0,0
239,PI,EC,21.746,0,NA,责骂,0,0,0,0
239,RE,EC,9.646,0,NA,篡改,0,0,0,0
239,RE,EC,8.503,0,赞扬,粗鲁,0,0,0,0
239,PI,EC,19.818,0,NA,牢骚,0,0,0,0
239,RE,EC,9.815,0,NA,狂饮,0,0,0,0
239,PI,EC,19.493,0,静谧的,宁静,0.5,0.5,0.5,0.5
239,CE,EC,12.529,0,生气,强壮,0,0,0,0
239,RE,EC,6.731,0,NA,鲁莽,0,0,0,0
239,RE,EC,6.825,0,NA,质问,0,0,0,0
239,CE,EC,13.89,0,NA,诱骗,0,0,0,0
239,CE,EC,26.711,0,pojiude,烦躁,0,0,0,0
239,RE,EC,8.241,0,NA,闲聊,0,0,0,0
239,RE,EC,9.27,0,NA,浸泡,0,0,0,0
239,RE,EC,8.161,0,NA,不适,0,0,0,0
239,EC,EC,28.682,0,NA,损坏,0,0,0,0
239,CE,EC,20.113,0,NA,炫耀,0,0,0,0
239,PI,EC,36.876,0,改变宗教的,急救,0,0,0,0
239,CE,EC,32.22,0,NA,少量,0,0,0,0
239,EC,EC,19.769,0,NA,可饮用,0,0,0,0
239,PI,EC,24.61,0,NA,改变宗教,0,0,0,0
239,PI,EC,33.038,0,生气,狂暴,0.5,0.5,0,0.5
239,CE,EC,26.126,0,破旧的,破旧,1,1,1,1
239,RE,EC,20.76,0,NA,抗议,0,0,0,0
239,RE,EC,7.648,0,NA,补偿,0,0,0,0
239,PI,EC,33.486,1,狂欢,狂欢,1,1,1,1
239,CE,EC,26.237,0,NA,生气,0,0,0,0
239,PI,EC,18.653,0,NA,阴森,0,0,0,0
239,EC,EC,23.988,0,NA,烤焦,0,0,0,0
239,PI,EC,29.199,0,NA,尖叫,0,0,0,0
239,EC,EC,14.237,0,NA,遗弃,0,0,0,0
239,EC,EC,19.534,0,尖叫,不快,0,0,0,0
239,EC,EC,21.269,0,NA,鸟鸣,0,0,0,0
239,CE,EC,12.812,0,NA,刚愎自用,0,0,0,0
239,EC,EC,17.102,0,NA,哄骗,0,0,0,0
240,EC,CE,11.634,0,agur,Agog,0,0,0,0
240,CE,CE,15.441,0,an,Apprise,0,0,0,0
240,PI,CE,26.753,0,ad,Appurtenance,0,0,0,0
240,RE,CE,10.148,0,pre,Augur,0,0,0,0
240,RE,CE,3.481,0,NA,Blazon,0,0,0,0
240,CE,CE,19.362,0,a,Bridle,0,0,0,0
240,EC,CE,24.104,0,care,Caricature,0,0,0,0
240,EC,CE,21.278,0,competance,Countenance,0,0.5,0,0
240,PI,CE,19.863,0,gubble,Dabble,0,0.5,0,0
240,CE,CE,30.883,0,NA,Dawdle,0,0,0,0
240,EC,CE,37.314,1,don,Don,1,1,1,1
240,RE,CE,4.046,0,dulldard,Dullard,0.5,0.5,0.5,0.5
240,CE,CE,30.897,0,efferscent,Effervesce,0,0.5,0.5,0.5
240,CE,CE,14.757,0,a,Ensconce,0,0,0,0
240,RE,CE,4.568,0,re,Fulminate,0,0,0,0
240,PI,CE,20.989,0,c,Garble,0,0,0,0
240,PI,CE,23.678,0,headlong,Gauche,0,0,0,0
240,RE,CE,4.189,0,al,Gripe,0,0,0,0
240,PI,CE,19.834,1,guzzle,Guzzle,1,1,1,1
240,RE,CE,4.822,0,NA,Halcyon,0,0,0,0
240,EC,CE,18.883,0,har,Hale,0,0,0,0
240,PI,CE,20.531,1,headlong,Headlong,1,1,1,1
240,PI,CE,25.684,0,requir,Heckle,0,0,0,0
240,EC,CE,17.531,0,rely,Inveigle,0,0,0,0
240,EC,CE,24.732,0,NA,Irksome,0,0,0,0
240,PI,CE,27.558,0,garble,Jabber,0,0,0,0
240,PI,CE,38.562,0,macerabe,Macerate,0.5,0.5,0.5,0.5
240,PI,CE,21.209,1,malaise,Malaise,1,1,1,1
240,CE,CE,15.731,0,NA,Mangle,0,0,0,0
240,EC,CE,19.648,0,NA,Panache,0,0,0,0
240,RE,CE,4.113,0,NA,Paroxysm,0,0,0,0
240,EC,CE,15.933,0,NA,Piddling,0,0,0,0
240,CE,CE,13.157,1,potable,Potable,1,1,1,1
240,RE,CE,7.298,0,poletocise,Proselytize,0,0.5,0,0
240,RE,CE,2.993,0,gille,Rabid,0,0,0,0
240,EC,CE,14.718,1,ragged,Ragged,1,1,1,1
240,PI,CE,26.371,0,rely,Remonstrance,0,0,0,0
240,PI,CE,18.223,0,revergence,Requite,0,0,0,0
240,RE,CE,3.627,0,gizzle,Revel,0,0,0,0
240,EC,CE,17.412,0,regur,Rile,0,0,0,0
240,RE,CE,6.474,0,d,Sepulchral,0,0,0,0
240,CE,CE,16.84,1,singe,Singe,1,1,1,1
240,RE,CE,4.112,0,aa,Squall,0,0,0,0
240,CE,CE,14.106,0,NA,Strand,0,0,0,0
